College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,image
"Praxis Business School, Kolkata ",West bengal,Management,"3,89,000",--,8.6,9.3,8,9,8.3,8.7,8,"/images/Praxis_Business_School,_Kolkata.png"
The Neotia University ,West bengal,Management,"98,000","1,06,000",8.2,8.7,7.5,8.5,8.2,7.8,8.6,/images/The_Neotia_University.png
"Goenka College of Commerce and Business Administration, ",West bengal,Management,--,--,7.8,8.9,6.1,8.6,7.5,7.5,8.1,"/images/Goenka_College_of_Commerce_and_Business_Administration,.png"
Indian Institute of Foreign Trade ,West bengal,Management,"4,00,000","75,000",9,9.2,8.7,9.2,8.9,9.2,8.9,/images/Indian_Institute_of_Foreign_Trade.png
Globsyn Business School ,West bengal,Management,"7,95,000","14,000",8.1,8.4,7.7,8.1,8.1,8,8,/images/Globsyn_Business_School.png
Seacom Skills University ,West bengal,Management,"1,10,000","60,000",7.5,8.4,6.4,8.9,7.4,6.7,7.3,/images/Seacom_Skills_University.png
Army Institute of Management ,West bengal,Management,"4,26,144",--,8.9,8.7,9,8.8,8.5,9,9.1,/images/Army_Institute_of_Management.png
Bengal Institute of Business Studies ,West bengal,Management,"3,66,400",--,7.3,7.3,6.6,7.9,7.1,7.7,7.1,/images/Bengal_Institute_of_Business_Studies.png
Indian Maritime University ,West bengal,Management,"2,00,000",--,8.1,8.4,7.8,8.4,7.6,8.2,8.3,/images/Indian_Maritime_University.png
The Heritage Academy ,West bengal,Management,"1,26,850",--,8.3,8.8,7.9,8.6,8.8,6.7,8.7,/images/The_Heritage_Academy.png
National Institute of Management ,West bengal,Management,"1,14,000","82,000",8.5,8.4,7.4,8.8,8.7,8.7,8.9,/images/National_Institute_of_Management.png
"Inspiria Knowledge Campus, Siliguri ",West bengal,Management,"1,25,000",--,8.1,8.1,7.4,8.4,8.6,8,8.2,"/images/Inspiria_Knowledge_Campus,_Siliguri.png"
International School of Hospitality Management ,West bengal,Management,"2,42,000",--,8.8,8.6,8.6,9,8.7,8.9,9.2,/images/International_School_of_Hospitality_Management.png
KIIT School of Management ,Orissa,Management,"2,80,000","4,60,000",8.7,8.9,8.5,8.7,9.4,8.2,8.2,/images/KIIT_School_of_Management.png
Xavier University ,Orissa,Management,"8,60,000","1,67,000",8.2,8.7,7.8,8.4,9.2,6.8,8.4,/images/Xavier_University.png
International Management Institute ,Orissa,Management,"2,55,000","6,00,000",9.2,9.2,9,9.3,9.4,9,9.1,/images/International_Management_Institute.png
Institute of Management and Information Science ,Orissa,Management,"2,58,000",--,8.2,8.7,8.3,8.5,7.8,8,7.8,/images/Institute_of_Management_and_Information_Science.png
Gandhi Institute of Management Studies ,Orissa,Management,"1,46,000",--,6.4,7,5.5,6.6,7.9,5,6.5,/images/Gandhi_Institute_of_Management_Studies.png
GITA Autonomous College ,Orissa,Management,"75,000",--,8.7,9,8.3,8.9,8.8,8.3,8.6,/images/GITA_Autonomous_College.png
"Astha School of Management, Bhubaneswar ",Orissa,Management,"1,60,000",--,9,9.1,8.6,9.3,9.4,8.6,9.1,"/images/Astha_School_of_Management,_Bhubaneswar.png"
Xavier Institute of Management ,Orissa,Management,"10,80,000","15,50,000",8.2,8.3,7.9,8.5,8.3,7.9,8.4,/images/Xavier_Institute_of_Management.png
Kalinga Institute of Industrial Technology ,Orissa,Management,"3,59,000","2,25,000",8.6,8.4,8.1,8.2,9.2,8.6,9,/images/Kalinga_Institute_of_Industrial_Technology.png
Centurion University of Technology and Management ,Orissa,Management,"1,00,000","50,000",8.1,8.3,7.6,8.5,8.4,7.4,8.5,/images/Centurion_University_of_Technology_and_Management.png
KIIT School of Rural Management ,Orissa,Management,"7,59,000",--,9.1,9.5,8.9,9.2,9.2,9,8.6,/images/KIIT_School_of_Rural_Management.png
Sri Sri University ,Orissa,Management,"3,51,890","1,21,890",7.1,7.3,6.7,7,7.3,6.3,8.2,/images/Sri_Sri_University.png
"Khallikote University -[KUB], Berhampur ",Orissa,Management,"24,700",--,8.6,8.6,8.1,8.7,9,8.2,8.7,"/images/Khallikote_University_-[KUB],_Berhampur.png"
Indian Institute of Management ,Orissa,Management,"13,03,000","9,00,000",8.8,8.8,8.7,9,8.8,9.1,8.5,/images/Indian_Institute_of_Management.png
Birla Global University ,Orissa,Management,"1,60,000","1,20,000",8.3,8.8,8.1,7.8,8.8,8.1,8.4,/images/Birla_Global_University.png
Siksha 'O' Anusandhan University ,Orissa,Management,"3,00,000","1,00,000",8.3,8.6,7.6,8.3,8.7,8,8.5,/images/Siksha_'O'_Anusandhan_University.png
"Srusti Academy of Management, Bhubaneswar ",Orissa,Management,"48,450","1,36,950",8.1,8.3,7.7,8.6,8.2,7.3,8.3,"/images/Srusti_Academy_of_Management,_Bhubaneswar.png"
Rourkela Institute of Management Studies ,Orissa,Management,"47,500","1,12,000",9,9.2,8.8,9.7,9.5,8.3,8.6,/images/Rourkela_Institute_of_Management_Studies.png
Indian Institute of Tourism and Travel Management ,Orissa,Management,"1,08,850","1,88,600",8.7,9.8,7.3,9.7,9.3,8.5,7.3,/images/Indian_Institute_of_Tourism_and_Travel_Management.png
Amity Global Business School ,Orissa,Management,"1,18,000","2,30,000",8.7,9.3,8.3,9,8.6,8.4,8.8,/images/Amity_Global_Business_School.png
NIIS Institute of Information Science & Management ,Orissa,Management,"1,55,000","1,15,000",9,9.2,8.7,9.2,9.2,9,8.7,/images/NIIS_Institute_of_Information_Science_&_Management.png
"NIIS Institute of Business Administration, Bhubaneswar ",Orissa,Management,"1,10,000",--,7.4,7.8,7.5,7.8,7,7.8,6.3,"/images/NIIS_Institute_of_Business_Administration,_Bhubaneswar.png"
United School of Business Management ,Orissa,Management,"1,14,000",--,8.6,9,8,9,8.3,8.3,9,/images/United_School_of_Business_Management.png
Madhusudan Institute of Cooperative Management ,Orissa,Management,"51,000",--,5.5,7,6.5,8,4,3.5,4,/images/Madhusudan_Institute_of_Cooperative_Management.png
DAV School of Business Management ,Orissa,Management,"80,000",--,7.8,8.4,7.1,8.6,7.9,6.1,8.5,/images/DAV_School_of_Business_Management.png
Attitude Business School ,Orissa,Management,"3,00,000",--,--,--,--,--,--,--,--,/images/Attitude_Business_School.png
Institute of Professional Studies and Research ,Orissa,Management,"65,000","95,000",7.4,7.9,7.6,8.5,7.1,6,7.5,/images/Institute_of_Professional_Studies_and_Research.png
College of IT & Management Education ,Orissa,Management,"1,03,500",--,8.1,9.6,5.2,9.6,8.6,7.2,8.2,/images/College_of_IT_&_Management_Education.png
"Department of Management Studies, Indian Institute of ",Uttarakhand,Management,"4,09,680","14,680",8.9,8.9,8.7,8.9,9.3,9.1,8.4,"/images/Department_of_Management_Studies,_Indian_Institute_of.png"
Indian Institute of Management ,Uttarakhand,Management,"7,82,500","9,50,000",8.7,8.6,8.7,8.9,8.9,8.5,8.3,/images/Indian_Institute_of_Management.png
University of Petroleum and Energy Studies ,Uttarakhand,Management,"8,41,500","13,34,000",8.1,8.1,7.8,7.9,8.6,7.7,8.2,/images/University_of_Petroleum_and_Energy_Studies.png
IMS Unison University ,Uttarakhand,Management,"2,72,726","1,79,200",8.2,8.2,8,8.5,8.5,7.5,8.2,/images/IMS_Unison_University.png
Doon Business School ,Uttarakhand,Management,"2,53,000","1,81,500",7.6,8,7,8.1,7.4,7.4,7.7,/images/Doon_Business_School.png
Roorkee Institute of Technology ,Uttarakhand,Management,"1,22,000",--,8.5,8.5,8.5,8.6,8.7,8.4,8.5,/images/Roorkee_Institute_of_Technology.png
ICFAI Business School ,Uttarakhand,Management,"2,68,500",--,8.9,9,8.8,9.1,8.6,8.7,9,/images/ICFAI_Business_School.png
"Uttaranchal Institute of Management, Dehradun ",Uttarakhand,Management,"82,000","1,48,000",6.8,6.8,5.5,6.8,7.8,5.5,8.3,"/images/Uttaranchal_Institute_of_Management,_Dehradun.png"
"Doon University, Dehradun ",Uttarakhand,Management,"81,750","47,750",7.2,7.3,7,7.3,7.9,6.3,7.6,"/images/Doon_University,_Dehradun.png"
"Uttaranchal University, Dehradun ",Uttarakhand,Management,"1,79,200","1,55,000",7.5,7.8,6.8,7.7,8.6,6.5,7.5,"/images/Uttaranchal_University,_Dehradun.png"
Graphic Era University ,Uttarakhand,Management,"2,71,000","1,36,300",8.3,8.2,7.9,8.4,8.6,8.1,8.4,/images/Graphic_Era_University.png
Graphic Era Hill University ,Uttarakhand,Management,"2,67,000","1,42,800",8.1,7.9,7.8,8.1,8.4,7.7,8.4,/images/Graphic_Era_Hill_University.png
"ICFAI University, Dehradun ",Uttarakhand,Management,"2,61,000","2,40,000",7.8,8.2,7.5,8.2,7.4,7.3,7.9,"/images/ICFAI_University,_Dehradun.png"
"MotherHood University, Roorkee ",Uttarakhand,Management,"1,05,000",--,8,8.3,7.9,7.6,8,8,8.3,"/images/MotherHood_University,_Roorkee.png"
Himgiri Zee University ,Uttarakhand,Management,"1,20,000","70,000",7.9,8.5,5.5,9,8,7.7,8.8,/images/Himgiri_Zee_University.png
Swami Rama Himalayan University ,Uttarakhand,Management,"1,91,000","1,18,850",7,7.1,6.6,6.9,7.4,7.1,6.7,/images/Swami_Rama_Himalayan_University.png
Shri Guru Ram Rai University ,Uttarakhand,Management,"61,300","94,400",7.6,7.8,7.1,7.9,7.9,7.3,7.7,/images/Shri_Guru_Ram_Rai_University.png
UPES Centre for Continuing Education ,Uttarakhand,Management,"72,500","36,250",7.9,8.7,8,8,8,7.3,7.3,/images/UPES_Centre_for_Continuing_Education.png
Academy of Management Studies ,Uttarakhand,Management,"1,00,650","54,000",--,--,--,--,--,--,--,/images/Academy_of_Management_Studies.png
Institute of Clinical Research ,Uttarakhand,Management,"2,00,000",--,--,--,--,--,--,--,--,/images/Institute_of_Clinical_Research.png
College of Agribusiness Management ,Uttarakhand,Management,"5,39,328",--,7,7,6,7,8,8,6,/images/College_of_Agribusiness_Management.png
"Nimbus Academy of Management- [NAM], Dehradun ",Uttarakhand,Management,"50,000","1,00,000",8.4,8.4,7.8,8.8,8.4,8.2,8.7,"/images/Nimbus_Academy_of_Management-_[NAM],_Dehradun.png"
Quantum School of Business ,Uttarakhand,Management,"67,000","1,47,000",7.2,7.2,7.1,7.1,6.9,7.1,7.5,/images/Quantum_School_of_Business.png
Dev Bhoomi Institute of Management Studies ,Uttarakhand,Management,"79,200",--,9,9,--,--,9,9,--,/images/Dev_Bhoomi_Institute_of_Management_Studies.png
Greenway Institute of Management Studies ,Uttarakhand,Management,--,--,6.1,7,5.5,6.5,6.5,4,7,/images/Greenway_Institute_of_Management_Studies.png
"BRD College of Management and Sciences, Dehradun ",Uttarakhand,Management,"50,000",--,--,--,--,--,--,--,--,"/images/BRD_College_of_Management_and_Sciences,_Dehradun.png"
Selaqui Institute of Management ,Uttarakhand,Management,"1,43,000",--,--,--,--,--,--,--,--,/images/Selaqui_Institute_of_Management.png
Himalayan School of Management Studies ,Uttarakhand,Management,"1,49,400","1,86,000",8.7,--,--,--,--,--,--,/images/Himalayan_School_of_Management_Studies.png
"Sai Business and Media School, Dehradun ",Uttarakhand,Management,"72,600","92,600",--,--,--,--,--,--,--,"/images/Sai_Business_and_Media_School,_Dehradun.png"
"Loyola College, Chennai ",Tamil nadu,Science,"16,790","85,250",8.6,8.7,8.2,8.3,8.9,8.4,8.8,"/images/Loyola_College,_Chennai.png"
Madras Christian College ,Tamil nadu,Science,"24,500",--,8.6,8.5,7.9,8.6,8.7,8.4,9.2,/images/Madras_Christian_College.png
"Presidency College, Chennai ",Tamil nadu,Science,"1,270",930,8.2,8.8,7.3,8.9,8.1,7.6,8.6,"/images/Presidency_College,_Chennai.png"
"Stella Maris College, Chennai ",Tamil nadu,Science,"22,895","15,000",8.2,8.8,7.5,8.6,8.4,7.6,8.5,"/images/Stella_Maris_College,_Chennai.png"
"PSG College of Arts and Science, Coimbatore ",Tamil nadu,Science,"7,000","10,000",8.3,8.5,7.9,8.2,8.5,8.2,8.7,"/images/PSG_College_of_Arts_and_Science,_Coimbatore.png"
"PSGR Krishnammal College for Women, Coimbatore ",Tamil nadu,Science,"1,761","2,258",8.8,9.1,8.3,8.6,8.9,8.7,9,"/images/PSGR_Krishnammal_College_for_Women,_Coimbatore.png"
"Ethiraj College for Women, Chennai ",Tamil nadu,Science,"10,056",--,8.1,8.5,7.3,8.2,7.9,7.9,8.6,"/images/Ethiraj_College_for_Women,_Chennai.png"
"Scott Christian College, Nagercoil ",Tamil nadu,Science,--,--,8.4,8.3,8,8.7,8.8,7.9,8.4,"/images/Scott_Christian_College,_Nagercoil.png"
Women's Christian College ,Tamil nadu,Science,"40,914","65,264",8.7,9,7.9,8.8,9.1,8.5,8.9,/images/Women's_Christian_College.png
"Government Arts College (Autonomous), Coimbatore ",Tamil nadu,Science,"1,375",935,7.7,8.8,6.7,8.5,7.4,6.3,8.6,"/images/Government_Arts_College_(Autonomous),_Coimbatore.png"
"Thiagarajar College, Madurai ",Tamil nadu,Science,"40,170","26,555",7.5,7.9,7.1,8,7.1,7.2,7.9,"/images/Thiagarajar_College,_Madurai.png"
"St. Joseph's College, Tiruchirappalli ",Tamil nadu,Science,"8,930",--,8.6,9.1,7.9,8.7,9.1,8,8.8,"/images/St._Joseph's_College,_Tiruchirappalli.png"
"Queen Mary's College, Chennai ",Tamil nadu,Science,622,"1,532",7.6,7.9,6.9,8.3,6.8,7.6,8.2,"/images/Queen_Mary's_College,_Chennai.png"
Bishop Heber College ,Tamil nadu,Science,"33,600","91,140",8.3,8.5,7.8,8.2,8.9,8.1,8.4,/images/Bishop_Heber_College.png
Ayya Nadar Janaki Ammal College ,Tamil nadu,Science,"20,525","26,550",8,8.5,7.7,8.4,8.5,6.8,7.8,/images/Ayya_Nadar_Janaki_Ammal_College.png
"Kongunadu Arts and Science College, Coimbatore ",Tamil nadu,Science,"40,000","38,000",7.3,8,6.7,8.3,7.3,6.3,7,"/images/Kongunadu_Arts_and_Science_College,_Coimbatore.png"
"M.O.P. Vaishnav College for Women, Chennai ",Tamil nadu,Science,--,--,8.5,8.7,8.1,8.7,8.4,8.3,9,"/images/M.O.P._Vaishnav_College_for_Women,_Chennai.png"
"CMS College of Science and Commerce, Coimbatore ",Tamil nadu,Science,"42,000",--,8.2,8.3,7.4,8.1,8.5,8,8.7,"/images/CMS_College_of_Science_and_Commerce,_Coimbatore.png"
"Sri Krishna Arts and Science College, Coimbatore ",Tamil nadu,Science,"16,000",--,8.5,8.6,7.8,8.6,8.9,8.7,8.5,"/images/Sri_Krishna_Arts_and_Science_College,_Coimbatore.png"
Jamal Mohamed College ,Tamil nadu,Science,"26,000","34,000",8.5,8.8,8.1,8.5,8.6,8.4,8.6,/images/Jamal_Mohamed_College.png
Sri Ramakrishna Mission Vidyalaya College of Arts ,Tamil nadu,Science,"7,300","13,270",8.6,8.8,7.7,8.9,9,8.1,8.9,/images/Sri_Ramakrishna_Mission_Vidyalaya_College_of_Arts.png
"Sri Ramakrishna College of Arts and Science, ",Tamil nadu,Science,"52,000","52,000",8.2,8.2,7.3,8.7,7.7,8.2,8.8,"/images/Sri_Ramakrishna_College_of_Arts_and_Science,.png"
Virudhunagar Hindu Nadar's Senthikumara Nadar College ,Tamil nadu,Science,879,"1,464",8.5,9,8.3,8.4,8.8,7.9,8.6,/images/Virudhunagar_Hindu_Nadar's_Senthikumara_Nadar_College.png
Madras School of Social Work ,Tamil nadu,Science,"51,200","75,000",8.1,9,8.2,8.2,6.7,8,8.2,/images/Madras_School_of_Social_Work.png
Dr. N.G.P. Arts and Science College ,Tamil nadu,Science,"1,40,000",--,7.6,7.8,7.1,7.5,8.4,7.7,7,/images/Dr._N.G.P._Arts_and_Science_College.png
"Guru Nanak College, Chennai ",Tamil nadu,Science,"9,500","11,450",7.9,8.2,7.1,8,8.4,7.3,8.5,"/images/Guru_Nanak_College,_Chennai.png"
"Vellalar College for Women, Erode ",Tamil nadu,Science,"2,646","2,136",8.1,8.5,7.6,8.3,8.5,7.7,8.1,"/images/Vellalar_College_for_Women,_Erode.png"
"St. Xavier's College (Autonomous), Palayamkottai ",Tamil nadu,Science,"6,465","5,356",8.4,8.3,8,8.7,8.6,7.7,8.8,"/images/St._Xavier's_College_(Autonomous),_Palayamkottai.png"
"V. O. Chidambaram College, Thoothukkudi ",Tamil nadu,Science,"5,000","9,850",7.3,8.3,7.3,7,7.6,5.6,7.7,"/images/V._O._Chidambaram_College,_Thoothukkudi.png"
"Lady Doak College, Madurai ",Tamil nadu,Science,"1,81,000","43,300",8.4,9.1,7.2,8.7,8.6,8.4,8.2,"/images/Lady_Doak_College,_Madurai.png"
"Fergusson College, Pune ",Maharashtra,Science,"11,135","50,780",8.1,8.5,7.3,8.2,8.5,7.1,8.7,"/images/Fergusson_College,_Pune.png"
"St. Xavier's College, Mumbai ",Maharashtra,Science,"7,187","15,674",8.2,8.7,7.3,8.3,8.8,7.6,8.7,"/images/St._Xavier's_College,_Mumbai.png"
D.G. Ruparel College of Arts Science and ,Maharashtra,Science,"7,005",--,7.9,8.3,7.5,8.1,8.6,6.8,8.2,/images/D.G._Ruparel_College_of_Arts_Science_and.png
"Mithibai College of Arts, Mumbai ",Maharashtra,Science,"55,000","50,000",8.5,8.5,8.3,8.4,8.9,7.6,9,"/images/Mithibai_College_of_Arts,_Mumbai.png"
"Ramnarain Ruia Autonomous College, Mumbai ",Maharashtra,Science,"37,295","7,450",7.9,8.4,7,8,8.4,6.6,8.9,"/images/Ramnarain_Ruia_Autonomous_College,_Mumbai.png"
B.K Birla College Of Arts Science & ,Maharashtra,Science,"28,800","10,270",7.6,8,6.5,8.1,8.1,6.6,8,/images/B.K_Birla_College_Of_Arts_Science_&.png
Jai Hind College ,Maharashtra,Science,"6,130","13,602",8.5,8.5,8.3,8.5,8.4,7.8,9.2,/images/Jai_Hind_College.png
Kishinchand Chellaram College ,Maharashtra,Science,"10,735","50,920",8.3,8.6,7.9,8.5,8.4,7.4,8.7,/images/Kishinchand_Chellaram_College.png
Rajiv Gandhi Institute of Information Technology and ,Maharashtra,Science,"70,000","1,05,000",8.3,8.6,7.4,9.6,8.1,7.4,8.8,/images/Rajiv_Gandhi_Institute_of_Information_Technology_and.png
"Sophia College for Women, Mumbai ",Maharashtra,Science,"47,340",--,8.6,9.1,8.4,9.1,9.5,6.6,9,"/images/Sophia_College_for_Women,_Mumbai.png"
IIT Bombay ,Maharashtra,Science,"38,000","2,28,000",8.9,9.3,7.9,8.7,8.9,9.1,9.2,/images/IIT_Bombay.png
Institute of Chemical Technology ,Maharashtra,Science,"55,750","64,500",8.7,9.1,8.1,8.9,8.7,8.4,9.1,/images/Institute_of_Chemical_Technology.png
Savitribai Phule Pune University ,Maharashtra,Science,"21,000","5,850",7.6,8.1,7.1,7.9,7.9,6.8,7.5,/images/Savitribai_Phule_Pune_University.png
Dr DY Patil Vidyapeeth ,Maharashtra,Science,"1,25,000",--,8.4,8.9,8.4,8.4,8.6,7.3,9,/images/Dr_DY_Patil_Vidyapeeth.png
"DY Patil University, Navi Mumbai ",Maharashtra,Science,"1,20,000","1,25,000",7.5,7.3,7.1,7.7,7.5,7.4,7.8,"/images/DY_Patil_University,_Navi_Mumbai.png"
"Narsee Monjee College of Commerce and Economics, ",Maharashtra,Science,"40,000",--,8.3,8.7,7.5,8.4,8.5,7.8,8.6,"/images/Narsee_Monjee_College_of_Commerce_and_Economics,.png"
SP Jain Institute of Management and Research ,Maharashtra,Science,--,--,8.7,9,8.3,9,8.8,9,8.1,/images/SP_Jain_Institute_of_Management_and_Research.png
Mahatma Phule Krishi Vidyapeeth ,Maharashtra,Science,--,--,8.3,8.1,8,8.6,8.7,7.9,8.4,/images/Mahatma_Phule_Krishi_Vidyapeeth.png
"Jamnalal Bajaj Institute of Management Studies -[JBIMS], ",Maharashtra,Science,"3,04,000",--,8.8,9.1,8.6,9.1,8.7,9.2,8.3,"/images/Jamnalal_Bajaj_Institute_of_Management_Studies_-[JBIMS],.png"
"RA Podar College of Commerce and Economics, ",Maharashtra,Science,500,--,7.7,8.8,6.8,8.1,7.4,7.1,8.2,"/images/RA_Podar_College_of_Commerce_and_Economics,.png"
"Government Dental College & Hospital, Aurangabad ",Maharashtra,Science,--,--,7.4,9,5,8.3,6,8.3,7.7,"/images/Government_Dental_College_&_Hospital,_Aurangabad.png"
Armed Forces Medical College ,Maharashtra,Science,--,--,9.7,9.4,9.7,9.7,9.6,9.9,9.9,/images/Armed_Forces_Medical_College.png
Narsee Monjee Institute of Management Studies ,Maharashtra,Science,"1,52,000","1,77,000",8.1,8.4,7.6,8.5,8.1,7.9,8.2,/images/Narsee_Monjee_Institute_of_Management_Studies.png
ILS Law College ,Maharashtra,Science,--,--,7.3,8,5.6,7.7,7.7,6.6,8,/images/ILS_Law_College.png
Visvesvaraya National Institute of Technology ,Maharashtra,Science,"59,800","34,800",8.1,8.3,7.5,8,8.4,7.7,8.7,/images/Visvesvaraya_National_Institute_of_Technology.png
Grant Medical College and Sir J. J. ,Maharashtra,Science,--,--,8.8,8.5,8.2,8.4,9.1,9.1,9.7,/images/Grant_Medical_College_and_Sir_J._J..png
Seth GS Medical College ,Maharashtra,Science,"67,230","67,230",8,8.8,6.7,7.6,8,8.2,8.4,/images/Seth_GS_Medical_College.png
Central Institute of Fisheries Education ,Maharashtra,Science,"16,700","16,700",8.9,9,9.7,8.5,9.7,8.2,8.4,/images/Central_Institute_of_Fisheries_Education.png
St Andrew's College of Arts Science and ,Maharashtra,Science,"25,197",--,8.2,8.4,7.2,8.3,8.6,7.6,8.8,/images/St_Andrew's_College_of_Arts_Science_and.png
Modern College of Arts Science and Commerce ,Maharashtra,Science,--,--,7.5,8,6.6,8.3,7.3,6.9,7.6,/images/Modern_College_of_Arts_Science_and_Commerce.png
Indian Institute of Technology BHU,Uttar pradesh,Science,"20,050","2,15,600",8.9,9.1,8.4,8.7,9.3,8.9,9.1,/images/Indian_Institute_of_Technology_BHU.png
Sanjay Gandhi Postgraduate Institute of Medical Sciences ,Uttar pradesh,Science,--,--,7.5,7,6.2,8.2,8.2,7.8,7.8,/images/Sanjay_Gandhi_Postgraduate_Institute_of_Medical_Sciences.png
Banaras Hindu University ,Uttar pradesh,Science,"4,400","6,720",8.3,8.7,8.1,8.4,8.8,7.2,8.6,/images/Banaras_Hindu_University.png
King George's Medical University ,Uttar pradesh,Science,"73,000",--,8.9,9.3,8.2,9.1,9.4,9.1,8.4,/images/King_George's_Medical_University.png
Indian Institute of Technology Kanpur,Uttar pradesh,Science,"36,815","37,315",8.5,8.5,8.2,8.1,7.6,9.1,9.2,/images/Indian_Institute_of_Technology_Kanpur.png
